sample_id,label,label_coarse,n_particles,pattern_params,seed_offset
sample_000467,C07_StraightLine,,594,"{""angle_deg"": 130.10874245900777, ""n_particles"": 594, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.2717062474397584, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.5321309032326165, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03720202727834327}",467
sample_000468,C03_Ring,,1282,"{""n_particles"": 1282, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.6305178775201328, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.19307353673653718}",468
sample_000469,C11_Hotspot_Elliptic,,1170,"{""center_angle"": ""random"", ""center_angle_rad"": 1.1623386247380145, ""center_radius_ratio"": 0.14187144487936182, ""mode"": ""random"", ""n_particles"": 1170, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 3.135449919343252, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.09353804820572137, ""sigma_y_ratio"": 0.03261863347046814, ""wafer_radius_mm"": 150.0}",469
sample_000470,C03_Ring,,1396,"{""n_particles"": 1396, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.8539074307291109, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.06274982211300412}",470
sample_000471,C01_Uniform,,974,"{""n_particles"": 974, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",471
sample_000472,C04_Sector_Edge,,1393,"{""angle_center_rad"": 2.438059023828859, ""angle_width_deg"": 34.14480571215425, ""edge_width_ratio"": 0.2246939383095689, ""n_particles"": 1393, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 3.3433149006112197, ""radial_beta_beta"": 2.6482088104454258, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 4.581599405977922, ""wafer_radius_mm"": 150.0}",472
sample_000473,C04_Sector_Edge,,1401,"{""angle_center_rad"": 0.7045105948982782, ""angle_width_deg"": 47.61807667117979, ""edge_width_ratio"": 0.074711957928649, ""n_particles"": 1401, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.832951701546305, ""radial_beta_beta"": 3.310887569258698, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 8.987132143106765, ""wafer_radius_mm"": 150.0}",473
sample_000474,C04_Sector_Edge,,1049,"{""angle_center_rad"": 1.5314148401708305, ""angle_width_deg"": 33.596393917701874, ""edge_width_ratio"": 0.23470592169358767, ""n_particles"": 1049, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 3.163078176904984, ""radial_beta_beta"": 3.4743945209495735, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 9.233967089843786, ""wafer_radius_mm"": 150.0}",474
sample_000475,C07_StraightLine,,1088,"{""angle_deg"": 137.83565125836947, ""n_particles"": 1088, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.28677501311663695, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.8115484594242555, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.016409345028828022}",475
sample_000476,C04_Sector_Edge,,793,"{""angle_center_rad"": 3.1524926286840884, ""angle_width_deg"": 23.134855819043892, ""edge_width_ratio"": 0.25537212738077364, ""n_particles"": 793, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.495308200714196, ""radial_beta_beta"": 3.46133354929958, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 5.5942081134818675, ""wafer_radius_mm"": 150.0}",476
sample_000477,C07_StraightLine,,785,"{""angle_deg"": 10.736844673353831, ""n_particles"": 785, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.26477311545119236, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.8474834205358186, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.008851798732797038}",477
sample_000478,C03_Ring,,1396,"{""n_particles"": 1396, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.5672058011279335, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.14225073789636938}",478
sample_000479,ring_narrow,ring,574,"{""n_particles"": 574, ""name"": ""wafer_particles.pattern.ring_narrow"", ""radius_ratio"": 0.7, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03}",479
sample_000480,edge_sector_right,sector,1521,"{""angle_width_deg"": 40.0, ""edge_width_ratio"": 0.1, ""n_particles"": 1521, ""name"": ""wafer_particles.pattern.edge_sector"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""wafer_radius_mm"": 150.0}",480
sample_000481,ring_wide,ring,529,"{""n_particles"": 529, ""name"": ""wafer_particles.pattern.ring_wide"", ""radius_ratio"": 0.6, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.15}",481
sample_000482,C07_StraightLine,,1402,"{""angle_deg"": 99.21888235200142, ""n_particles"": 1402, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.08622899187203772, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.3161826637090791, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.016597463338750423}",482
sample_000483,ring_wide,ring,1345,"{""n_particles"": 1345, ""name"": ""wafer_particles.pattern.ring_wide"", ""radius_ratio"": 0.6, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.15}",483
sample_000484,C11_Hotspot_Elliptic,,1233,"{""center_angle"": ""random"", ""center_angle_rad"": 0.1377729952499571, ""center_radius_ratio"": 0.7542351067997308, ""mode"": ""random"", ""n_particles"": 1233, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 2.5332326659572644, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.08644836574059284, ""sigma_y_ratio"": 0.026934509549827026, ""wafer_radius_mm"": 150.0}",484
sample_000485,C07_StraightLine,,1254,"{""angle_deg"": 89.89309909389976, ""n_particles"": 1254, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.23444952985881004, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.4197042506856775, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.011140205739376793}",485
sample_000486,C07_StraightLine,,1023,"{""angle_deg"": 73.24470659134946, ""n_particles"": 1023, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.15773559832565368, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.31052219290741667, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.041189640017740295}",486
sample_000487,C07_StraightLine,,775,"{""angle_deg"": 55.25373458807747, ""n_particles"": 775, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.08848333556962218, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.6175906104433002, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.00786344986159274}",487
sample_000488,C04_Sector_Edge,,1424,"{""angle_center_rad"": 3.960822233157997, ""angle_width_deg"": 41.69819354197696, ""edge_width_ratio"": 0.09833556890961363, ""n_particles"": 1424, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 1.9426615036263497, ""radial_beta_beta"": 3.392956061067239, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 5.542527318915103, ""wafer_radius_mm"": 150.0}",488
sample_000489,C01_Uniform,,606,"{""n_particles"": 606, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",489
sample_000490,C07_StraightLine,,709,"{""angle_deg"": 124.87825175293251, ""n_particles"": 709, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.23750745249944877, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.38955992544466395, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.013245158160772166}",490
sample_000491,C07_StraightLine,,1253,"{""angle_deg"": 65.92235979699107, ""n_particles"": 1253, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.1822069715957474, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.34962925720581356, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.027149781434190817}",491
sample_000492,C07_StraightLine,,1400,"{""angle_deg"": 162.92435576387868, ""n_particles"": 1400, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.14036346146394765, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.599392556074331, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03245963072973217}",492
sample_000493,C04_Sector_Edge,,685,"{""angle_center_rad"": 2.7027119760575995, ""angle_width_deg"": 41.753468134461805, ""edge_width_ratio"": 0.09295610671237513, ""n_particles"": 685, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.9589260249409977, ""radial_beta_beta"": 1.9866464018712768, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 9.350771558876513, ""wafer_radius_mm"": 150.0}",493
sample_000494,C07_StraightLine,,1380,"{""angle_deg"": 20.297641274491006, ""n_particles"": 1380, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.1251827925764668, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.7646517060270408, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.035728245334947964}",494
sample_000495,C11_Hotspot_Elliptic,,1521,"{""center_angle"": ""random"", ""center_angle_rad"": 5.135536599892886, ""center_radius_ratio"": 0.747551665451133, ""mode"": ""random"", ""n_particles"": 1521, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 1.071322034564049, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.07882849800061045, ""sigma_y_ratio"": 0.05690304736080445, ""wafer_radius_mm"": 150.0}",495
sample_000496,C03_Ring,,752,"{""n_particles"": 752, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.7420326932921183, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.09632759788168196}",496
sample_000497,C07_StraightLine,,576,"{""angle_deg"": 166.01897623085358, ""n_particles"": 576, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.09038584894087776, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.585690521470915, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03039284477829771}",497
sample_000498,C03_Ring,,1227,"{""n_particles"": 1227, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.4412241878907895, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.19228568412521427}",498
sample_000499,C01_Uniform,,1226,"{""n_particles"": 1226, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",499
sample_000500,C04_Sector_Edge,,678,"{""angle_center_rad"": 5.474840175340405, ""angle_width_deg"": 62.29458348930111, ""edge_width_ratio"": 0.2566851086367132, ""n_particles"": 678, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 1.3049487230191863, ""radial_beta_beta"": 2.7220494981785075, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 9.995441291747369, ""wafer_radius_mm"": 150.0}",500
sample_000501,C11_Hotspot_Elliptic,,585,"{""center_angle"": ""random"", ""center_angle_rad"": 4.650384495622682, ""center_radius_ratio"": 0.8721475984192295, ""mode"": ""random"", ""n_particles"": 585, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 1.8249875902221488, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.03009115025069508, ""sigma_y_ratio"": 0.0337519234281684, ""wafer_radius_mm"": 150.0}",501
sample_000502,C04_Sector_Edge,,838,"{""angle_center_rad"": 5.22434854895512, ""angle_width_deg"": 30.437497326635558, ""edge_width_ratio"": 0.13036288339256824, ""n_particles"": 838, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 3.024659575040686, ""radial_beta_beta"": 1.1966224205810876, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 0.8894464996257019, ""wafer_radius_mm"": 150.0}",502
sample_000503,C07_StraightLine,,830,"{""angle_deg"": 104.25080776297665, ""n_particles"": 830, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.055335460237463274, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.6926615817251831, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.0438123937425974}",503
sample_000504,C03_Ring,,896,"{""n_particles"": 896, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.5249518050685327, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.0592556954945961}",504
sample_000505,ring_wide,ring,700,"{""n_particles"": 700, ""name"": ""wafer_particles.pattern.ring_wide"", ""radius_ratio"": 0.6, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.15}",505
sample_000506,C03_Ring,,1425,"{""n_particles"": 1425, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.46223344327250654, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.1391352583792544}",506
sample_000507,C04_Sector_Edge,,746,"{""angle_center_rad"": 3.2254270402088534, ""angle_width_deg"": 63.05908188937724, ""edge_width_ratio"": 0.07233897371481961, ""n_particles"": 746, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.4018225619872298, ""radial_beta_beta"": 3.0781852769606672, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 6.77276684551586, ""wafer_radius_mm"": 150.0}",507
sample_000508,C07_StraightLine,,1374,"{""angle_deg"": 64.25045091146997, ""n_particles"": 1374, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.03309770664026335, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.5015075898594274, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.00936165178754417}",508
sample_000509,C07_StraightLine,,1450,"{""angle_deg"": 48.6721857871042, ""n_particles"": 1450, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.05025852001019976, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.6837263670241097, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.017596760829499278}",509
sample_000510,C04_Sector_Edge,,803,"{""angle_center_rad"": 2.391624431695576, ""angle_width_deg"": 84.48746121922761, ""edge_width_ratio"": 0.19667180398995487, ""n_particles"": 803, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 1.511985307121364, ""radial_beta_beta"": 2.7584924322023214, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 1.7751341453540874, ""wafer_radius_mm"": 150.0}",510
sample_000511,C11_Hotspot_Elliptic,,1208,"{""center_angle"": ""random"", ""center_angle_rad"": 3.2513863320713954, ""center_radius_ratio"": 0.2288864551089463, ""mode"": ""random"", ""n_particles"": 1208, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 4.415010074671616, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.03959729740851029, ""sigma_y_ratio"": 0.06495671883330682, ""wafer_radius_mm"": 150.0}",511
sample_000512,C03_Ring,,1031,"{""n_particles"": 1031, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.45369127599164377, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.08993983964406134}",512
sample_000513,C04_Sector_Edge,,545,"{""angle_center_rad"": 3.531197170473015, ""angle_width_deg"": 81.58242701522133, ""edge_width_ratio"": 0.24664451964268197, ""n_particles"": 545, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 3.076866667957968, ""radial_beta_beta"": 1.6705382929328696, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 5.646284590641082, ""wafer_radius_mm"": 150.0}",513
sample_000514,C01_Uniform,,1463,"{""n_particles"": 1463, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",514
sample_000515,C11_Hotspot_Elliptic,,545,"{""center_angle"": ""random"", ""center_angle_rad"": 0.5453660414494915, ""center_radius_ratio"": 0.1213401113631101, ""mode"": ""random"", ""n_particles"": 545, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 2.925109566637405, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.07809218866529133, ""sigma_y_ratio"": 0.06286876471854216, ""wafer_radius_mm"": 150.0}",515
sample_000516,C04_Sector_Edge,,713,"{""angle_center_rad"": 0.20224980787130253, ""angle_width_deg"": 49.784224869444465, ""edge_width_ratio"": 0.11643361716833019, ""n_particles"": 713, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.3424699717988338, ""radial_beta_beta"": 2.93642617875505, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 7.577773252723177, ""wafer_radius_mm"": 150.0}",516
sample_000517,C11_Hotspot_Elliptic,,1525,"{""center_angle"": ""random"", ""center_angle_rad"": 6.132713021235493, ""center_radius_ratio"": 0.8933792643311489, ""mode"": ""random"", ""n_particles"": 1525, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 5.528985107965618, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.05835018179467299, ""sigma_y_ratio"": 0.021129689515602963, ""wafer_radius_mm"": 150.0}",517
sample_000518,C07_StraightLine,,1022,"{""angle_deg"": 93.4536560531881, ""n_particles"": 1022, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.18385558080886988, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.5205351885658815, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.02351900306104318}",518
sample_000519,C01_Uniform,,860,"{""n_particles"": 860, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",519
sample_000520,C07_StraightLine,,1374,"{""angle_deg"": 124.3111186180865, ""n_particles"": 1374, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.21652107331422438, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.4068190094012092, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03228603222717869}",520
sample_000521,C11_Hotspot_Elliptic,,1497,"{""center_angle"": ""random"", ""center_angle_rad"": 5.5713081407588705, ""center_radius_ratio"": 0.7711104267251548, ""mode"": ""random"", ""n_particles"": 1497, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 5.64107784767019, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.11259971563939923, ""sigma_y_ratio"": 0.06378413479032899, ""wafer_radius_mm"": 150.0}",521
sample_000522,C04_Sector_Edge,,1111,"{""angle_center_rad"": 3.484698692319328, ""angle_width_deg"": 28.194311391651915, ""edge_width_ratio"": 0.17845181528250675, ""n_particles"": 1111, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 1.803727671260973, ""radial_beta_beta"": 1.6831617012109974, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 1.9405443357142749, ""wafer_radius_mm"": 150.0}",522
sample_000523,C07_StraightLine,,712,"{""angle_deg"": 177.65228428316036, ""n_particles"": 712, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.14466876666114872, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.6761115228762659, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.034960094409661656}",523
sample_000524,C03_Ring,,1294,"{""n_particles"": 1294, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.888556593871054, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.19900930018574542}",524
sample_000525,C03_Ring,,918,"{""n_particles"": 918, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.48672300623779513, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.034905705578909006}",525
sample_000526,C01_Uniform,,1135,"{""n_particles"": 1135, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",526
sample_000527,C03_Ring,,966,"{""n_particles"": 966, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.6641462060652055, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.14383486570667048}",527
sample_000528,C11_Hotspot_Elliptic,,991,"{""center_angle"": ""random"", ""center_angle_rad"": 5.935532022965121, ""center_radius_ratio"": 0.8324953490473463, ""mode"": ""random"", ""n_particles"": 991, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 4.233918987644164, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.10879077621639549, ""sigma_y_ratio"": 0.03602453531947833, ""wafer_radius_mm"": 150.0}",528
sample_000529,edge_sector_right,sector,571,"{""angle_width_deg"": 40.0, ""edge_width_ratio"": 0.1, ""n_particles"": 571, ""name"": ""wafer_particles.pattern.edge_sector"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""wafer_radius_mm"": 150.0}",529
sample_000530,C07_StraightLine,,1063,"{""angle_deg"": 8.935309855359053, ""n_particles"": 1063, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.29918769147398405, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.6961231083679522, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.02421530598820106}",530
sample_000531,C03_Ring,,1504,"{""n_particles"": 1504, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.7338053686888282, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.131053570024205}",531
sample_000532,C04_Sector_Edge,,794,"{""angle_center_rad"": 1.9739105773886678, ""angle_width_deg"": 20.38503731353866, ""edge_width_ratio"": 0.13401386669965698, ""n_particles"": 794, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 1.490416409292829, ""radial_beta_beta"": 2.73813336029509, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 0.706889240203294, ""wafer_radius_mm"": 150.0}",532
sample_000533,C04_Sector_Edge,,772,"{""angle_center_rad"": 0.08104450156234697, ""angle_width_deg"": 57.95629998248218, ""edge_width_ratio"": 0.1937479418828713, ""n_particles"": 772, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 3.9693428540574445, ""radial_beta_beta"": 3.2557753352873213, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 6.244522717057209, ""wafer_radius_mm"": 150.0}",533
sample_000534,ring_wide,ring,1098,"{""n_particles"": 1098, ""name"": ""wafer_particles.pattern.ring_wide"", ""radius_ratio"": 0.6, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.15}",534
sample_000535,C11_Hotspot_Elliptic,,1280,"{""center_angle"": ""random"", ""center_angle_rad"": 3.494036735856433, ""center_radius_ratio"": 0.13197262309043822, ""mode"": ""random"", ""n_particles"": 1280, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 4.386190756430347, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.07761520497982922, ""sigma_y_ratio"": 0.06749272131646399, ""wafer_radius_mm"": 150.0}",535
sample_000536,C07_StraightLine,,1136,"{""angle_deg"": 165.51698717649967, ""n_particles"": 1136, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.1854810107826247, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.7342539476171037, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.0254712511114765}",536
sample_000537,C04_Sector_Edge,,688,"{""angle_center_rad"": 0.06268877287929138, ""angle_width_deg"": 20.3344970852475, ""edge_width_ratio"": 0.29443632174002465, ""n_particles"": 688, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 3.2209999541633563, ""radial_beta_beta"": 0.9771045745216884, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 8.586193091109218, ""wafer_radius_mm"": 150.0}",537
sample_000538,C03_Ring,,616,"{""n_particles"": 616, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.42338619178629894, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.15524870794126533}",538
